proof_name;collect_units;fix;reinsert;rebuild;reassemble;total time (seconds);original_lines;compressed_lines;line_difference;checker_err;elab_err;compress_err;invalid_compress;worked
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_08_10_46_880_8275370.alethe;"0,371113";"0,07031599999999999";"0,01661";"0,139662";"0,002893";"0,650372";101;99;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_56_05_730_7585384.alethe;"0,18076799999999998";"0,005534";"0,0019";"0,06389900000000001";"0,000499";"0,276115";50;50;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_35_36_729_6685158.alethe;"0,32005";"0,005702";"0,0025440000000000003";"0,125651";"0,0041930000000000005";"0,498037";103;103;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_08_18_34_788_6703232.alethe;"0,406317";"0,007803";"0,0027879999999999997";"0,17532299999999998";"0,002852";"0,6532519999999999";128;128;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_44_24_536_7081308.alethe;"0,341738";"0,00451";"0,003173";"0,138101";"0,0023350000000000003";"0,535949";117;117;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_51_42_706_7451882.alethe;"0,343835";"0,007173";"0,0028439999999999997";"0,12484";"0,002721";"0,527516";95;95;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_08_12_21_636_8359030.alethe;"0,133587";"0,0034070000000000003";"0,001688";"0,046519";"0,002039";"0,211122";34;34;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_17_10_463_6747412.alethe;"0,216919";"0,004383000000000001";"0,002143";"0,079168";"0,002125";"0,33599900000000005";61;61;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_34_13_291_6615246.alethe;"0,444905";"0,004213";"0,002237";"0,169531";"0,000464";"0,6627029999999999";174;174;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_38_58_547_6850500.alethe;"0,33506600000000003";"0,004443";"0,002948";"0,136219";"0,002366";"0,5300790000000001";117;117;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_26_03_854_7179278.alethe;"0,431471";"0,006186";"0,0024430000000000003";"0,1607";"0,001542";"0,6461779999999999";149;149;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_08_11_53_248_8336996.alethe;"0,22629200000000002";"0,005718";"0,0029809999999999997";"0,080022";"0,002679";"0,354642";56;56;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_24_55_130_7019992.alethe;"0,23053400000000002";"0,0063300000000000006";"0,004612";"0,08829";"0,003317";"0,367468";67;67;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_11_37_54_980_7116660.alethe;"0,189124";"0,005090000000000001";"0,0028569999999999997";"0,06378";"0,0027";"0,29764999999999997";45;45;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_24_43_178_6992972.alethe;"0,284742";"0,081198";"0,013488";"0,10528699999999999";"0,002717";"0,529961";76;74;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_35_30_258_6678646.alethe;"0,294716";"0,004588";"0,0022960000000000003";"0,110414";"0,0024600000000000004";"0,453313";94;94;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_25_46_168_7128176.alethe;"0,17359";"0,004197";"0,00359";"0,064969";"0,0020080000000000002";"0,278652";48;48;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_11_36_06_371_7078656.alethe;"0,131666";"0,004391999999999999";"0,00286";"0,044610000000000004";"0,0021550000000000002";"0,212339";26;26;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_17_59_350_6881976.alethe;"0,11680600000000001";"0,00315";"0,0023209999999999997";"0,043263";"0,001423";"0,186553";31;31;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_25_38_329_7110678.alethe;"0,16684";"0,004115000000000001";"0,002589";"0,06421";"0,0015910000000000002";"0,267544";46;46;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_26_52_409_7247628.alethe;"0,150493";"0,00436";"0,002258";"0,050454";"0,003568";"0,238955";35;35;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_24_53_300_7014718.alethe;"0,230345";"0,006168";"0,002619";"0,085506";"0,001824";"0,36033099999999996";64;64;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_33_50_221_6586012.alethe;"0,311751";"0,005669";"0,003421";"0,12311799999999999";"0,002226";"0,482905";103;103;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_11_22_35_442_6897532.alethe;"0,122065";"0,0032210000000000003";"0,003317";"0,047609";"0,001663";"0,204935";34;34;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_23_54_885_6918302.alethe;"0,11951999999999999";"0,003128";"0,0018080000000000001";"0,044955";"0,000519";"0,187314";35;35;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_37_24_265_6763072.alethe;"0,7216469999999999";"0,075227";"0,015704";"0,263833";"0,003268";"1,1613120000000001";222;220;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_27_20_603_7293820.alethe;"0,5981650000000001";"0,011239";"0,0056300000000000005";"0,149712";"0,003512";"0,8333229999999999";38;38;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_08_19_55_437_6779160.alethe;"0,188463";"0,004913";"0,004067";"0,073774";"0,0024219999999999997";"0,306275";52;52;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_08_28_09_500_6639112.alethe;"0,095643";"0,004051";"0,001853";"0,035509";"0,000448";"0,153527";26;26;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_23_09_041_6830328.alethe;"0,34137799999999996";"0,008504";"0,003489";"0,11904200000000001";"0,003551";"0,526711";94;94;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_19_15_430_6505062.alethe;"0,142678";"0,004867";"0,002311";"0,053854000000000006";"0,001676";"0,232112";37;37;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_11_07_11_028_6688944.alethe;"0,13455499999999998";"0,004089";"0,0020080000000000002";"0,042537000000000005";"0,003478";"0,213155";27;27;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_11_02_37_389_6631502.alethe;"0,12491800000000002";"0,0044340000000000004";"0,0032830000000000003";"0,041675000000000004";"0,0022429999999999998";"0,202779";25;25;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_28_17_353_7403084.alethe;"0,19756600000000002";"0,004764";"0,002781";"0,091447";"0,0022299999999999998";"0,333088";56;56;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_33_56_021_6592242.alethe;"0,177483";"0,004464999999999999";"0,002148";"0,06519";"0,000455";"0,272895";54;54;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_25_12_380_7072694.alethe;"0,327529";"0,006803";"0,003026";"0,130839";"0,0029340000000000004";"0,5179680000000001";93;93;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_11_07_14_627_6691266.alethe;"0,156312";"0,006874";"0,0024839999999999997";"0,052129999999999996";"0,002232";"0,24913399999999997";35;35;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_38_22_970_6814206.alethe;"0,394952";"0,00684";"0,002581";"0,154701";"0,00232";"0,605462";128;128;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_08_08_37_467_8177348.alethe;"0,236077";"0,005136";"0,0019190000000000001";"0,09816";"0,000551";"0,36997599999999997";68;68;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_08_01_52_294_7863672.alethe;"0,27117899999999995";"0,0037400000000000003";"0,003385";"0,114854";"0,002754";"0,441778";89;89;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_24_29_065_6968434.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_11_24_57_615_6930628.alethe;"0,132744";"0,0042250000000000005";"0,002414";"0,044267999999999995";"0,002286";"0,212757";29;29;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_08_26_58_770_6591170.alethe;"0,091915";"0,002937";"0,001678";"0,034749999999999996";"0,000453";"0,14771700000000001";26;26;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_32_24_265_6516198.alethe;"0,458011";"0,005648";"0,0021490000000000003";"0,17466";"0,00046";"0,683941";174;174;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_08_33_33_415_6718278.alethe;"0,09752200000000001";"0,0032890000000000003";"0,002106";"0,036622999999999996";"0,000443";"0,15748199999999998";27;27;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_08_02_29_943_7907242.alethe;"0,22245";"0,004691";"0,0022819999999999997";"0,081073";"0,00174";"0,343071";60;60;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_54_01_598_7552260.alethe;"0,16411499999999998";"0,005118999999999999";"0,002592";"0,065778";"0,001539";"0,262555";48;48;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_25_43_624_7122912.alethe;"0,21157700000000002";"0,005445";"0,002216";"0,071893";"0,002261";"0,325183";52;52;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_58_56_622_7733172.alethe;"0,94031";"0,022929";"0,005547000000000001";"0,324301";"0,006051";"1,420289";255;255;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_28_53_254_7423696.alethe;"0,157689";"0,004664";"0,002773";"0,064845";"0,001764";"0,26089";44;44;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_41_10_023_6984964.alethe;"0,275668";"0,004430999999999999";"0,002728";"0,118856";"0,0033569999999999997";"0,438661";96;96;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_08_04_58_706_8015504.alethe;"0,230867";"0,006352";"0,001877";"0,092297";"0,00045900000000000004";"0,359989";66;66;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_26_18_799_7199940.alethe;"0,336349";"0,0032229999999999997";"0,002311";"0,13278199999999998";"0,000923";"0,516038";119;119;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_21_12_234_6665310.alethe;"0,169047";"0,004273";"0,002171";"0,063438";"0,002162";"0,26795399999999997";42;42;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_46_40_953_7170402.alethe;"0,216725";"0,072119";"0,015665";"0,081324";"0,001377";"0,41560199999999997";53;51;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_10_21_59_150_9777008.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_08_00_57_149_7808280.alethe;"0,24487499999999998";"0,004673";"0,002043";"0,091074";"0,000485";"0,365108";94;94;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_52_37_769_7494986.alethe;"0,178164";"0,0043490000000000004";"0,003254";"0,070906";"0,002097";"0,289213";50;50;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_11_01_34_653_6615956.alethe;"0,134964";"0,004092";"0,002346";"0,044127";"0,003581";"0,216252";27;27;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_26_34_119_7219730.alethe;"0,439922";"0,009163000000000001";"0,002985";"0,16480499999999998";"0,001736";"0,665123";149;149;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_08_00_23_178_7787036.alethe;"0,181986";"0,004376";"0,0024820000000000003";"0,06596999999999999";"0,002102";"0,28517499999999996";50;50;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_08_25_20_170_6523592.alethe;"0,056904";"0,002204";"0,002122";"0,023214";"0,00048699999999999997";"0,097512";15;15;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_08_27_08_227_6600424.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_08_28_55_258_6682806.alethe;"0,176284";"0,005485";"0,002504";"0,062331";"0,001635";"0,273963";45;45;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_41_13_656_6992296.alethe;"0,733619";"0,07913400000000001";"0,01713";"0,279679";"0,0038940000000000003";"1,2060389999999999";222;220;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_11_07_19_770_6693520.alethe;"0,22835";"0,007709000000000001";"0,003248";"0,08567";"0,000482";"0,359653";22;22;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_35_44_927_6691522.alethe;"0,175099";"0,004171";"0,002601";"0,064927";"0,000464";"0,268965";54;54;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_09_21_39_475_6889428.alethe;"0,08154";"0,003652";"0,004028";"0,029144";"0,001446";"0,140672";16;16;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_27_56_550_7338120.alethe;"0,21716500000000002";"0,0050409999999999995";"0,002774";"0,083175";"0,001834";"0,34069299999999997";64;64;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_08_18_38_109_6708644.alethe;"0,240287";"0,00617";"0,002392";"0,084756";"0,002118";"0,371492";66;66;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_11_01_37_641_6618280.alethe;"0,15487599999999999";"0,005706999999999999";"0,002297";"0,050073";"0,0020329999999999997";"0,242685";35;35;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_41_05_885_6977178.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_08_21_12_252_6835308.alethe;"0,32575";"0,008587";"0,0033009999999999997";"0,115843";"0,002737";"0,503638";85;85;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_29_46_921_7456662.alethe;"0,28994200000000003";"0,007665";"0,0026070000000000004";"0,106494";"0,002365";"0,449594";73;73;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_11_49_02_881_6714020.alethe;"0,18662";"0,006128";"0,0030989999999999998";"0,072869";"0,00183";"0,299633";51;51;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_11_40_36_528_6623206.alethe;"0,7154900000000001";"0,075249";"0,020429";"0,24583";"0,0038439999999999998";"1,150638";182;180;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_39_21_159_6880908.alethe;"0,342852";"0,005114";"0,002343";"0,12326399999999998";"0,002107";"0,51557";109;109;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_08_22_18_167_6883814.alethe;"0,11768200000000001";"0,0034920000000000003";"0,002413";"0,049623999999999995";"0,000591";"0,192764";34;34;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_51_30_512_7435966.alethe;"0,07404100000000001";"0,002346";"0,0018750000000000001";"0,031396";"0,00045";"0,124654";23;23;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_09_56_32_895_8664912.alethe;"0,200981";"0,005288";"0,003982";"0,06666";"0,0022429999999999998";"0,31292800000000004";48;48;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_11_37_51_522_7114294.alethe;"0,124361";"0,00428";"0,002069";"0,041316000000000005";"0,002147";"0,199076";25;25;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_09_56_29_854_8663646.alethe;"1,208505";"0,124902";"0,016184";"0,43310899999999997";"0,00626";"1,935249";324;324;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_08_34_05_220_6726580.alethe;"0,100634";"0,0039299999999999995";"0,0019250000000000003";"0,036643999999999996";"0,000544";"0,162089";25;25;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_25_16_354_7083128.alethe;"0,177874";"0,004301";"0,002297";"0,06533";"0,0020729999999999998";"0,281278";47;47;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_46_21_116_7155034.alethe;"0,393531";"0,004265";"0,00231";"0,15668400000000002";"0,000478";"0,595736";144;144;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_08_28_40_946_6672428.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_07_34_09_266_6610412.alethe;"0,304525";"0,004315";"0,002363";"0,115539";"0,002127";"0,464631";104;104;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_08_12_41_214_8372384.alethe;"0,13609000000000002";"0,003253";"0,0022589999999999997";"0,053456";"0,000448";"0,21371300000000001";42;42;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_08_23_19_077_6921300.alethe;"0,313821";"0,088755";"0,014501";"0,118972";"0,0016610000000000001";"0,577778";83;81;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_08_02_22_001_7899486.alethe;"0,124939";"0,004044";"0,002069";"0,047419";"0,0004969999999999999";"0,20096999999999998";34;34;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/Green_veriT2/x2020_07_31_08_26_38_524_6567290.alethe;"0,142439";"0,003438";"0,0027089999999999996";"0,057519999999999995";"0,000648";"0,22658899999999998";44;44;0;;;;;1;
